CommandFocusTargeterAmbiguous,IGNORING 'Targeter': multiple matches found.
CommandFocusTargeterDuplicate,IGNORING 'Targeter': result was previously matched.
CommandFocusTargeterNoMatch,IGNORING 'Targeter': no match was found.
CommandFocusNoTargets,<strong>FAIL</strong>: no targets were found (targeters did not match or were not provided) -- no changes were made.
CommandFocusSuccessAdd,<strong>SUCCESS</strong>: The following targets were added to your focus list: Changed.
CommandFocusSuccessRemove,<strong>SUCCESS</strong>: The following targets were removed from your focus list: Changed.
CommandFocusSuccessClear,<strong>SUCCESS</strong>: Your focus list was cleared.
CommandFocusList,Focus List:
CommandFocusHelpSyntax,/focus add/remove/list/clear/help [targeter(s)]
CommandFocusHelpSummary,"Modifies your focus list. When you have users on your focus list, the characters you can visually see in the chatroom are filtered to only those on your focus list. When your focus list is enabled, you will see the FocusEnabledWarningIcon icon on all characters. To go back to viewing all characters, use <code>/focus clear</code> or the button in the menu bar."
CommandFocusHelpNotesHeader,Notes:
CommandFocusHelpNotes,"<li>If you normally would not be able to see a character on your focus list (e.g. sensory deprivation), they still will not be visible to you.</li><li>Neither chat messages nor map rooms are affected by the focus list.</li><li>If a player on your focus list leaves the room, they are removed from the list.</li>"
CommandFocusHelpSubcommandsHeader,Subcommands:
CommandFocusHelpAdd,Add the members to your focus list
CommandFocusHelpRemove,Removes the members from your focus list
CommandFocusHelpList,Shows the members on your focus list
CommandFocusHelpClear,Clears your focus list (returns to viewing all members)
CommandFocusHelpHelp,Display this help message
CommandFocusHelpTargeters,"Targeters: A list of names or member numbers to target in a subcommand, separated by spaces. Names can be partial, but must be unique. Exact name matches will take precedence over partial matches."
CommandChangeLogClear,Clear changelog
CommandChangeLogCollapse,Collapse section
CommandChangeLogCollapseShift,{shift} to collapse all
CommandNoWhisperTarget,Whisper target was not found:
CommandNoMessage,No message provided.
CommandMultipleWhisperTargets,You can whisper to: $TargetsClick on the name or use the member number.
CommandWhisperTargetSuccess,Whispering to
CommandWhisperStopSuccess,You're no longer whispering.
CommandNoWhisperTargetSelected,Specify the member number or name to whisper to.
CommandHelpEscape,Send a message starting with \ and it will escape any message. Example: \/message will send /message. \*emote will send *emote.
GGTSIntro,(Two nurses wearing futuristic gear grab you and carry you to the Asylum.  Another nurse is waiting for you there.)  Welcome.  Don't be scared.
OwnerPresenceBlockTalk,Talking is forbidden when your owner is present.
OwnerPresenceBlockEmote,Emoting is forbidden when your owner is present.
OwnerPresenceBlockWhisper,Whispering to others is forbidden when your owner is present.
OwnerPresenceBlockChangePose,Changing pose is forbidden when your owner is present.
OwnerPresenceBlockAccessSelf,Accessing yourself is forbidden when your owner is present.
OwnerPresenceBlockAccessOther,Accessing others is forbidden when your owner is present.
SelectedPlayerToStart,PLAYERNAME has been selected randomly to start the game.
JoinedClubCardGame,PLAYERNAME has joined the Club Card game.
MapCopyDone,The current map data has been copied to your clipboard.  Paste it somewhere else to save it.
MapCopyError,There's no map data to copy.
MapPasteDone,Your pasted map data is loaded.
MapPasteError,Your pasted map data cannot be loaded.
MapPasteAdmin,Only room administrators can paste the map.
MenuDressIsRestrained,You are restrained
MenuDressIsClubSlave,You are a club slave
MenuDressGameBlocked,The game blocks it
MenuDressGGTSBlocked,GGTS blocks it
MenuDressRuleBlocked,A rule blocks it
MenuDressOwnerBlocked,Your owner forbids it
PonyNotJoin,You have not joined the Ponies
PonyInvalidActivity,"Invalid Pony activity, type /help to get the list."
FriendRequestMessage,SourceCharacter has requested to be your friend. {buttons} 
FriendAcceptMessage,SourceCharacter has accepted your friend request.
FriendRemoveMessage,SourceCharacter has removed you as a friend.
FriendAddback,Add back
FriendAddbackMessage,Added SourceCharacter as a friend.
FriendGhost,Ghost SourceCharacter
FriendGhostMessage,SourceCharacter is now Ghosted.
FriendIgnore,Ignore request
InvalidNumber,Invalid number.
ArousalNotChangeable,Your Arousal "Activation" mode should be set to "Manual" or "Hybrid" to change your arousal.
